               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 122,            0.013734,            0.020651,           0.0037099,              0.9812,             0.97458,               0.982,             0.81388,            0.010728,            0.013017,           0.0024097,           0.0068457,           0.0068457,           0.0068457
                 123,            0.013901,            0.020946,            0.004045,             0.97999,             0.97295,             0.98328,             0.81549,            0.010576,            0.013083,           0.0024264,           0.0068006,           0.0068006,           0.0068006
                 124,            0.014012,            0.020495,           0.0046488,             0.97557,             0.97723,             0.98276,             0.80858,             0.01079,            0.013216,           0.0026924,           0.0067555,           0.0067555,           0.0067555
                 125,            0.013984,            0.021674,           0.0045352,             0.97713,              0.9775,             0.98263,             0.81231,            0.010586,            0.013096,           0.0025946,           0.0067101,           0.0067101,           0.0067101
                 126,            0.013949,            0.020442,           0.0040943,             0.97807,              0.9776,             0.98266,             0.81528,            0.010737,            0.013081,           0.0025408,           0.0066647,           0.0066647,           0.0066647
                 127,            0.014106,            0.021075,           0.0039376,             0.97755,             0.97663,             0.98341,             0.81437,            0.010741,            0.013077,           0.0026596,           0.0066191,           0.0066191,           0.0066191
                 128,            0.014051,            0.020863,           0.0043115,             0.97646,             0.97461,             0.98286,             0.81236,            0.010563,            0.013126,            0.002415,           0.0065734,           0.0065734,           0.0065734
                 129,            0.014007,            0.020306,           0.0040714,             0.97917,              0.9771,             0.98256,              0.8153,            0.010569,            0.012996,           0.0026043,           0.0065276,           0.0065276,           0.0065276
                 130,            0.013766,            0.020671,           0.0040912,             0.97981,             0.97646,              0.9839,             0.81911,             0.01043,            0.013062,            0.002488,           0.0064816,           0.0064816,           0.0064816
                 131,            0.013857,            0.021094,           0.0045261,             0.97923,             0.97648,             0.98481,             0.81703,            0.010444,             0.01312,           0.0022534,           0.0064356,           0.0064356,           0.0064356
                 132,            0.013766,            0.020657,           0.0039227,             0.97854,             0.97455,              0.9839,             0.81629,            0.010465,             0.01308,           0.0022627,           0.0063895,           0.0063895,           0.0063895
                 133,            0.013851,            0.021073,           0.0036691,             0.97778,             0.97886,             0.98446,             0.81477,            0.010526,            0.013037,           0.0024531,           0.0063432,           0.0063432,           0.0063432
                 134,            0.013547,            0.020862,           0.0038976,             0.97828,             0.97141,             0.98402,             0.81779,            0.010338,            0.013037,           0.0025282,           0.0062969,           0.0062969,           0.0062969
                 135,             0.01361,            0.019882,           0.0036098,             0.97382,             0.98098,             0.98505,             0.81862,            0.010387,            0.012939,           0.0023982,           0.0062505,           0.0062505,           0.0062505
                 136,            0.013622,            0.020485,           0.0039383,             0.97746,             0.98034,             0.98446,             0.81518,            0.010487,            0.012966,            0.002238,            0.006204,            0.006204,            0.006204
                 137,             0.01338,            0.020613,           0.0039498,             0.97701,             0.98067,             0.98473,             0.81962,             0.01038,            0.012946,           0.0023582,           0.0061574,           0.0061574,           0.0061574
                 138,            0.013532,            0.020133,           0.0037737,             0.98088,             0.97589,             0.98494,             0.81895,             0.01048,            0.012887,           0.0022606,           0.0061107,           0.0061107,           0.0061107
                 139,             0.01351,            0.020117,           0.0038299,             0.97641,             0.98055,              0.9844,             0.81841,            0.010222,            0.012799,           0.0023194,            0.006064,            0.006064,            0.006064
                 140,            0.013324,             0.02065,           0.0036875,             0.97874,             0.98056,             0.98512,             0.82035,            0.010368,            0.012865,           0.0022174,           0.0060172,           0.0060172,           0.0060172
                 141,            0.013414,            0.020407,            0.003593,             0.98004,             0.97963,             0.98433,              0.8204,            0.010388,            0.012962,           0.0022919,           0.0059704,           0.0059704,           0.0059704
                 142,            0.013336,            0.020983,           0.0035183,             0.97944,             0.97803,             0.98416,             0.82099,            0.010468,            0.012956,           0.0023598,           0.0059235,           0.0059235,           0.0059235
                 143,            0.013501,            0.019825,           0.0036742,             0.98093,             0.97723,             0.98417,             0.82155,            0.010251,            0.012802,           0.0022043,           0.0058766,           0.0058766,           0.0058766
                 144,            0.013196,            0.020249,           0.0038385,             0.97841,             0.97807,             0.98363,             0.82221,            0.010285,            0.012799,           0.0021609,           0.0058296,           0.0058296,           0.0058296
                 145,            0.013377,            0.020238,           0.0039104,             0.97531,             0.98053,             0.98297,             0.82023,            0.010263,            0.012873,           0.0023505,           0.0057826,           0.0057826,           0.0057826
                 146,            0.013831,            0.021124,           0.0053194,             0.98064,             0.97565,             0.98341,             0.81624,             0.01054,            0.013165,           0.0023517,           0.0057355,           0.0057355,           0.0057355
                 147,            0.013274,             0.02049,           0.0041737,             0.97628,             0.98094,             0.98449,             0.81592,            0.010552,             0.01298,              0.0023,           0.0056884,           0.0056884,           0.0056884
                 148,            0.013347,            0.019893,           0.0040895,             0.98181,               0.974,             0.98359,              0.8191,            0.010308,            0.012943,           0.0022596,           0.0056413,           0.0056413,           0.0056413
                 149,            0.013192,            0.020077,            0.003777,             0.97481,             0.97978,             0.98369,             0.81821,            0.010136,            0.012801,           0.0023011,           0.0055942,           0.0055942,           0.0055942
                 150,            0.013102,            0.020279,           0.0035957,             0.97668,             0.97879,             0.98456,             0.82287,            0.010142,            0.012841,           0.0022795,           0.0055471,           0.0055471,           0.0055471
                 151,            0.013308,            0.019999,           0.0037436,             0.98085,             0.97552,             0.98489,             0.82501,            0.010095,            0.012721,           0.0021671,              0.0055,              0.0055,              0.0055
                 152,            0.013089,            0.020052,           0.0039017,             0.98187,             0.97836,             0.98494,             0.82217,            0.010158,            0.012794,           0.0021965,           0.0054529,           0.0054529,           0.0054529
                 153,            0.013206,            0.020545,           0.0034584,             0.97909,             0.97743,             0.98372,             0.82501,           0.0098918,            0.012634,           0.0021967,           0.0054058,           0.0054058,           0.0054058
                 154,            0.013013,            0.020234,           0.0036287,             0.98187,             0.97326,              0.9836,             0.82311,            0.010081,            0.012659,           0.0024109,           0.0053587,           0.0053587,           0.0053587
                 155,            0.013146,            0.020135,           0.0033162,             0.97541,             0.98021,             0.98344,             0.82703,            0.010074,            0.012713,           0.0021373,           0.0053116,           0.0053116,           0.0053116
